Reference,Bill Date,Due Date,GL Account,Payee Name,Paid,Unpaid,Paid Date,Property Name,Approval Status,GL Account Name
6697-0624,7/5/2024,7/5/2024,7610 - Legal Expenses,AAA Landlord Services INC,51,0,7/22/2024,Villa Terra Nova,Approved,Building Improvements
6697-0624,7/5/2024,7/5/2024,7610 - Legal Expenses,AAA Landlord Services INC,51,0,7/22/2024,Casa Seraphina,Approved,Building Improvements
6961-0624,7/12/2024,7/12/2024,7610 - Legal Expenses,AAA Landlord Services INC,45,0,7/22/2024,Casa del Mariposa,Approved,Building Improvements
6961-0624,7/12/2024,7/12/2024,7610 - Legal Expenses,AAA Landlord Services INC,51,0,7/22/2024,Casa Aurora,Approved,Building Improvements
6697-0724,8/12/2024,8/12/2024,7610 - Legal Expenses,AAA Landlord Services INC,51,0,8/19/2024,The Marula Nest,Approved,Building Improvements
6697-1224,1/2/2025,2/1/2025,7610 - Legal Expenses,AAA Landlord Services INC,51,0,2/11/2025,Villa Driftwood,Approved,Building Improvements
6697-1224,1/2/2025,2/1/2025,7610 - Legal Expenses,AAA Landlord Services INC,45,0,2/11/2025,The Orchid Pavilion,Approved,Building Improvements
6697-1224,1/2/2025,2/1/2025,7610 - Legal Expenses,AAA Landlord Services INC,51,0,2/11/2025,Villa Cielo Alto,Approved,Building Improvements
6697-1224,1/2/2025,2/1/2025,7610 - Legal Expenses,AAA Landlord Services INC,51,0,2/11/2025,Villa Luna Blanca,Approved,Building Improvements
6697-1224,1/2/2025,2/1/2025,7610 - Legal Expenses,AAA Landlord Services INC,51,0,2/11/2025,The Golden Banyan,Approved,Building Improvements
6697-1224,1/2/2025,2/1/2025,7610 - Legal Expenses,AAA Landlord Services INC,51,0,2/11/2025,Villa Terra Nova,Approved,Building Improvements
6697-1224,1/2/2025,2/1/2025,7610 - Legal Expenses,AAA Landlord Services INC,51,0,2/11/2025,Whispering Palms Estate,Approved,Building Improvements
7411-0125,2/3/2025,2/3/2025,7610 - Legal Expenses,AAA Landlord Services INC,51,0,2/11/2025,Whispering Palms Estate,Approved,Building Improvements
6961-0225,3/3/2025,3/3/2025,7610 - Legal Expenses,AAA Landlord Services INC,45,0,3/10/2025,Villa Terra Nova,Approved,Building Improvements
6961-0225,3/3/2025,3/3/2025,7610 - Legal Expenses,AAA Landlord Services INC,51,0,3/10/2025,Villa Cielo Alto,Approved,Building Improvements
6961-0225,3/3/2025,3/3/2025,7610 - Legal Expenses,AAA Landlord Services INC,45,0,3/10/2025,Villa Driftwood,Approved,Building Improvements
6961-0225,3/3/2025,3/3/2025,7610 - Legal Expenses,AAA Landlord Services INC,51,0,3/10/2025,Casa del Mariposa,Approved,Building Improvements
6961-0125,4/1/2025,4/1/2025,7610 - Legal Expenses,AAA Landlord Services INC,249,0,4/23/2025,Casa Seraphina,Approved,Building Improvements
6961-1124,4/1/2025,4/1/2025,7610 - Legal Expenses,AAA Landlord Services INC,51,0,4/23/2025,Villa Olivetta,Approved,Building Improvements
6961-1024,4/1/2025,4/1/2025,7610 - Legal Expenses,AAA Landlord Services INC,141,0,4/23/2025,Casa del Mariposa,Approved,Building Improvements
6961-0924,4/1/2025,4/1/2025,7610 - Legal Expenses,AAA Landlord Services INC,102,0,4/23/2025,Villa Solara,Approved,Building Improvements
6961-0824,4/1/2025,4/1/2025,7610 - Legal Expenses,AAA Landlord Services INC,51,0,4/23/2025,Casa del Mariposa,Approved,Building Improvements
6961-0724,4/1/2025,4/1/2025,7610 - Legal Expenses,AAA Landlord Services INC,135,0,4/23/2025,Villa Terra Nova,Approved,Building Improvements
6697-0325,4/1/2025,4/1/2025,7610 - Legal Expenses,AAA Landlord Services INC,0,51,,The Velvet Horizon,Approved,Building Improvements
6697-0325,4/1/2025,4/1/2025,7610 - Legal Expenses,AAA Landlord Services INC,0,45,,Casa Seraphina,Approved,Building Improvements
6697-0325,4/1/2025,4/1/2025,7610 - Legal Expenses,AAA Landlord Services INC,0,51,,Villa Terra Nova,Exempt,Building Improvements
6697-0325,4/1/2025,4/1/2025,7610 - Legal Expenses,AAA Landlord Services INC,0,51,,Villa Olivetta,Approved,Building Improvements
6697-0325,4/1/2025,4/1/2025,7610 - Legal Expenses,AAA Landlord Services INC,0,51,,Villa Driftwood,Approved,Building Improvements
6697-0225,4/1/2025,4/1/2025,7610 - Legal Expenses,AAA Landlord Services INC,0,153,,Villa Terra Nova,Approved,Building Improvements
6697-0125,4/1/2025,4/1/2025,7610 - Legal Expenses,AAA Landlord Services INC,0,345,,Villa Luna Blanca,Approved,Building Improvements
6697-0924,4/1/2025,4/1/2025,7610 - Legal Expenses,AAA Landlord Services INC,0,51,,Villa Terra Nova,Approved,Building Improvements
6697-0824,4/1/2025,4/1/2025,7610 - Legal Expenses,AAA Landlord Services INC,0,51,,Villa Solara,Approved,Building Improvements
3919,1/21/2025,2/20/2025,6210 - Repair,AAA1 Garage Doors Llc,"1,475.00",0,2/12/2025,Whispering Palms Estate,Approved,Building Improvements
347015,3/14/2025,4/14/2025,1405 - Building Improvements,Aaron's Electric,550,0,3/27/2025,Villa Sereno,Approved,Building Improvements
INV #0002,4/5/2024,4/5/2024,6210 - Repair,Aaron's Electric,"2,500.00",0,4/10/2024,The Marula Nest,Approved,Building Improvements
INV #0001,4/5/2024,4/5/2024,6210 - Repair,Aaron's Electric,"1,000.00",0,4/10/2024,Villa Sereno,Approved,Building Improvements
INV #0005,5/7/2024,5/7/2024,6210 - Repair,Aaron's Electric,"1,500.00",0,5/16/2024,Whispering Palms Estate,Approved,Building Improvements
INV #0006,6/25/2024,6/25/2024,6210 - Repair,Aaron's Electric,120,0,6/26/2024,The Orchid Pavilion,Pending (1 of 1),Building Improvements
INV0002,10/10/2024,10/17/2024,6210 - Repair,Aaron's Electric,150,0,11/25/2024,The Golden Banyan,Pending (1 of 1),Building Improvements
826622,1/15/2025,2/14/2025,6210 - Repair,Aaron's Electric,100,0,1/29/2025,Sapphire Ridge Retreat,Pending (1 of 1),Building Improvements
826622,1/15/2025,2/14/2025,6210 - Repair,Aaron's Electric,250,0,1/29/2025,Villa Sereno,Approved,Building Improvements
826623,1/28/2025,2/27/2025,6210 - Repair,Aaron's Electric,100,0,1/29/2025,Villa Olivetta,Approved,Building Improvements
826623,1/28/2025,2/27/2025,6210 - Repair,Aaron's Electric,100,0,1/29/2025,The Orchid Pavilion,Approved,Building Improvements
347046,3/8/2025,3/8/2025,6210 - Repair,Aaron's Electric,"1,500.00",0,3/27/2025,The Velvet Horizon,Approved,Building Improvements
347047,3/19/2025,3/19/2025,6210 - Repair,Aaron's Electric,80,0,3/27/2025,Villa Terra Nova,Approved,Building Improvements
826626,4/4/2025,4/4/2025,6210 - Repair,Aaron's Electric,750,0,4/17/2025,The Marula Nest,Approved,Building Improvements
826627,4/4/2025,4/4/2025,6210 - Repair,Aaron's Electric,0,300,,Villa Cielo Alto,Approved,Building Improvements
704259,4/14/2025,4/14/2025,6210 - Repair,Aaron's Electric,100,0,4/23/2025,The Marula Nest,Approved,Building Improvements
704262,4/14/2025,4/14/2025,6210 - Repair,Aaron's Electric,0,300,,The Marula Nest,Approved,Building Improvements
704260,4/15/2025,4/15/2025,6210 - Repair,Aaron's Electric,100,0,4/23/2025,Sapphire Ridge Retreat,Approved,Building Improvements
INV #826617,8/5/2024,8/5/2024,6214 - Electrical Repair Expense,Aaron's Electric,500,0,8/19/2024,Villa Cielo Alto,Approved,Building Improvements
826620,11/20/2024,11/20/2024,6214 - Electrical Repair Expense,Aaron's Electric,150,0,11/25/2024,Villa Sereno,Approved,Building Improvements
704258,2/21/2025,2/21/2025,6214 - Electrical Repair Expense,Aaron's Electric,100,0,3/10/2025,Casa Seraphina,Exempt,Building Improvements
704255,2/11/2025,2/11/2025,6730 - Supplies Repairs and Maintenance,Aaron's Electric,50,0,2/11/2025,The Orchid Pavilion,Approved,Building Improvements
704255,2/11/2025,2/11/2025,6730 - Supplies Repairs and Maintenance,Aaron's Electric,50,0,2/11/2025,Villa Terra Nova,Exempt,Building Improvements
704255,2/11/2025,2/11/2025,6730 - Supplies Repairs and Maintenance,Aaron's Electric,80,0,2/11/2025,Villa Driftwood,Approved,Building Improvements
704255,2/11/2025,2/11/2025,6730 - Supplies Repairs and Maintenance,Aaron's Electric,70,0,2/11/2025,Whispering Palms Estate,Approved,Building Improvements
Invoice 826618,8/9/2024,8/12/2024,6780 - Roof Repairs and Maintenance,Aaron's Electric,400,0,8/19/2024,Villa Azure Cove,Approved,Building Improvements
202504701,2/10/2025,2/10/2025,6217 - The Standard emergency Oct 2024,Abatement and Demolition Services,"5,275.00",0,3/19/2025,The Velvet Horizon,Approved,Building Improvements
End of Year Bonus 2024,12/26/2024,12/26/2024,7628 - BONUS,"Abella, Gabriel",200,0,12/28/2024,Villa Olivetta,Exempt,Building Improvements
66667,5/14/2024,6/15/2024,6449 - Waste Special Services,Accelerated Waste Solutions,970,0,12/20/2024,Villa Solara,Exempt,Building Improvements
26538494,6/3/2024,6/3/2024,6449 - Waste Special Services,Accelerated Waste Solutions,378.25,0,6/26/2024,Whispering Palms Estate,Approved,Building Improvements
36780736,6/28/2024,6/28/2024,6449 - Waste Special Services,Accelerated Waste Solutions,133.5,0,7/18/2024,The Orchid Pavilion,Approved,Building Improvements
602 Security Deposit Refund,2/3/2025,2/3/2025,2120 - Security Deposits Clearing,"Acevedo, Edenia E.","1,575.00",0,3/6/2025,Whispering Palms Estate,Approved,Building Improvements
06-102 Security Deposit Refund,8/2/2024,8/2/2024,2120 - Security Deposits Clearing,"Acevedo, Reinaldo",965,0,8/28/2024,Whispering Palms Estate,Approved,Building Improvements
1125 Security Deposit Refund,10/29/2024,10/29/2024,2120 - Security Deposits Clearing,"Acosta , David","1,175.00",0,11/4/2024,The Orchid Pavilion,Approved,Building Improvements
421-207 Installation of the tile.,5/16/2024,5/16/2024,1405 - Building Improvements,"Acosta Gallegos, Jorge F.",870,0,5/28/2024,Villa Luna Blanca,Exempt,Building Improvements
421-207 Installation of the tile.,5/16/2024,5/16/2024,1405 - Building Improvements,"Acosta Gallegos, Jorge F.",60,0,5/28/2024,Casa Aurora,Exempt,Building Improvements
100412024,4/2/2024,4/2/2024,6210 - Repair,"Acosta Gallegos, Jorge F.",980,0,4/11/2024,The Golden Banyan,Exempt,Building Improvements
409-213 2x2,4/12/2024,4/19/2024,6210 - Repair,"Acosta Gallegos, Jorge F.",980,0,4/24/2024,Villa Terra Nova,Approved,Building Improvements
421-109 1x1,4/19/2024,4/19/2024,6210 - Repair,"Acosta Gallegos, Jorge F.",700,0,4/24/2024,Villa Driftwood,Exempt,Building Improvements
405-206 2x2,4/20/2024,4/20/2024,6210 - Repair,"Acosta Gallegos, Jorge F.",960,0,4/24/2024,Casa del Mariposa,Exempt,Building Improvements
405-109 1x1,4/22/2024,4/22/2024,6210 - Repair,"Acosta Gallegos, Jorge F.",680,0,6/26/2024,The Marula Nest,Approved,Building Improvements
425-108 1x1,4/23/2024,4/23/2024,6210 - Repair,"Acosta Gallegos, Jorge F.",720,0,4/24/2024,Villa Terra Nova,Approved,Building Improvements
429-109 1x1,4/23/2024,4/23/2024,6210 - Repair,"Acosta Gallegos, Jorge F.",680,0,6/26/2024,Villa Olivetta,Approved,Building Improvements
431-106 2x2,4/23/2024,4/23/2024,6210 - Repair,"Acosta Gallegos, Jorge F.",980,0,5/28/2024,Villa Driftwood,Approved,Building Improvements
421-102 2x1,5/16/2024,5/16/2024,6210 - Repair,"Acosta Gallegos, Jorge F.",760,0,5/28/2024,Casa del Mariposa,Approved,Building Improvements
407-202 (2x1),5/24/2024,5/24/2024,6210 - Repair,"Acosta Gallegos, Jorge F.","1,060.00",0,6/26/2024,Villa Cielo Alto,Approved,Building Improvements
1005302024,5/29/2024,5/29/2024,6210 - Repair,"Acosta Gallegos, Jorge F.",980,0,6/26/2024,Villa Solara,Approved,Building Improvements
1006242024,6/25/2024,6/25/2024,6210 - Repair,"Acosta Gallegos, Jorge F.",760,0,6/26/2024,Villa Solara,Approved,Building Improvements
1808 Security Deposit Refund,8/5/2024,8/5/2024,2120 - Security Deposits Clearing,"Acosta, Jomar D","1,950.00",0,8/22/2024,The Velvet Horizon,Approved,Building Improvements
End of Year Bonus,12/26/2024,12/26/2024,7628 - BONUS,"Adonis, Ricardo A",200,0,12/28/2024,Casa Aurora,Approved,Building Improvements
1055414119,4/1/2024,4/21/2024,6470 - Alarm Service,ADT Security Services,136.18,0,4/12/2024,Casa Seraphina,Exempt,Building Improvements
1055498821,4/1/2024,4/21/2024,6470 - Alarm Service,ADT Security Services,68.02,0,4/19/2024,Villa Luna Blanca,Approved,Building Improvements
1055790795,4/3/2024,4/23/2024,6470 - Alarm Service,ADT Security Services,59.11,0,4/8/2024,Casa Seraphina,Approved,Building Improvements
1056332672,4/6/2024,4/26/2024,6470 - Alarm Service,ADT Security Services,114.11,0,4/10/2024,Casa Seraphina,Approved,Building Improvements
1056811824,4/9/2024,4/29/2024,6470 - Alarm Service,ADT Security Services,66.61,0,4/10/2024,Villa Olivetta,Approved,Building Improvements
1055414109,4/11/2024,4/21/2024,6470 - Alarm Service,ADT Security Services,56.62,0,4/12/2024,Whispering Palms Estate,Approved,Building Improvements
1057278572,4/11/2024,5/1/2024,6470 - Alarm Service,ADT Security Services,74.06,0,4/19/2024,Sapphire Ridge Retreat,Approved,Building Improvements
1058472373,4/16/2024,5/6/2024,6470 - Alarm Service,ADT Security Services,53.74,0,4/26/2024,The Golden Banyan,Approved,Building Improvements
402421956 Apr 2024,4/23/2024,5/13/2024,6470 - Alarm Service,ADT Security Services,58.67,0,4/25/2024,Sapphire Ridge Retreat,Approved,Building Improvements
403999265,4/29/2024,5/19/2024,6470 - Alarm Service,ADT Security Services,130.64,0,5/8/2024,Villa Luna Blanca,Approved,Building Improvements
May 2024 alarm service,4/29/2024,5/19/2024,6470 - Alarm Service,ADT Security Services,56.7,0,5/14/2024,Casa Aurora,Approved,Building Improvements
1060828191,4/29/2024,5/19/2024,6470 - Alarm Service,ADT Security Services,64.37,0,5/19/2024,Whispering Palms Estate,Approved,Building Improvements
1061457845,5/1/2024,5/21/2024,6470 - Alarm Service,ADT Security Services,68.02,0,5/16/2024,The Velvet Horizon,Approved,Building Improvements
1061371805,5/1/2024,5/21/2024,6470 - Alarm Service,ADT Security Services,136.18,0,5/16/2024,Whispering Palms Estate,Approved,Building Improvements
1061766053,5/3/2024,5/23/2024,6470 - Alarm Service,ADT Security Services,59.11,0,5/16/2024,The Golden Banyan,Approved,Building Improvements
1062306023,5/6/2024,5/26/2024,6470 - Alarm Service,ADT Security Services,114.11,0,5/16/2024,The Velvet Horizon,Approved,Building Improvements
1061371797,5/9/2024,5/21/2024,6470 - Alarm Service,ADT Security Services,56.62,0,5/16/2024,Casa Seraphina,Exempt,Building Improvements
1062804327,5/9/2024,5/29/2024,6470 - Alarm Service,ADT Security Services,66.61,0,5/16/2024,Sapphire Ridge Retreat,Exempt,Building Improvements
1063231403,5/11/2024,5/31/2024,6470 - Alarm Service,ADT Security Services,74.06,0,5/28/2024,Casa Aurora,Approved,Building Improvements
1064496598,5/16/2024,6/5/2024,6470 - Alarm Service,ADT Security Services,53.74,0,5/30/2024,Whispering Palms Estate,Exempt,Building Improvements
402421956,5/28/2024,6/17/2024,6470 - Alarm Service,ADT Security Services,58.67,0,5/28/2024,Villa Luna Blanca,Approved,Building Improvements
402999598,5/29/2024,6/24/2024,6470 - Alarm Service,ADT Security Services,331.09,0,6/26/2024,Villa Terra Nova,Approved,Building Improvements
1066994010,5/29/2024,6/18/2024,6470 - Alarm Service,ADT Security Services,64.37,0,6/26/2024,Villa Luna Blanca,Approved,Building Improvements
1067477187,6/1/2024,6/21/2024,6470 - Alarm Service,ADT Security Services,68.02,0,6/26/2024,Whispering Palms Estate,Approved,Building Improvements
June 2024 ADT,6/3/2024,6/18/2024,6470 - Alarm Service,ADT Security Services,56.7,0,6/10/2024,The Golden Banyan,Approved,Building Improvements
1067771894,6/3/2024,6/23/2024,6470 - Alarm Service,ADT Security Services,59.11,0,6/10/2024,Sapphire Ridge Retreat,Exempt,Building Improvements
1068315066,6/6/2024,6/26/2024,6470 - Alarm Service,ADT Security Services,114.11,0,6/21/2024,Villa Luna Blanca,Approved,Building Improvements
1068829363,6/9/2024,6/29/2024,6470 - Alarm Service,ADT Security Services,66.61,0,6/21/2024,The Marula Nest,Approved,Building Improvements
1069268239,6/11/2024,7/1/2024,6470 - Alarm Service,ADT Security Services,74.06,0,6/21/2024,The Orchid Pavilion,Approved,Building Improvements
1070495616,6/16/2024,7/6/2024,6470 - Alarm Service,ADT Security Services,117.17,0,6/26/2024,The Golden Banyan,Approved,Building Improvements
402421956 June 2024,6/23/2024,7/13/2024,6470 - Alarm Service,ADT Security Services,58.67,0,6/26/2024,Villa Azure Cove,Approved,Building Improvements
1066505349,6/29/2024,7/19/2024,6470 - Alarm Service,ADT Security Services,130.64,0,7/18/2024,Casa del Mariposa,Approved,Building Improvements
July 2024 security service,6/29/2024,7/19/2024,6470 - Alarm Service,ADT Security Services,61.24,0,7/12/2024,Sapphire Ridge Retreat,,Building Improvements
1072867495,6/29/2024,7/19/2024,6470 - Alarm Service,ADT Security Services,64.37,0,7/18/2024,Casa Seraphina,,Building Improvements
1073418020,7/1/2024,7/21/2024,6470 - Alarm Service,ADT Security Services,114.24,0,7/22/2024,Whispering Palms Estate,Exempt,Building Improvements
1073515334,7/1/2024,7/21/2024,6470 - Alarm Service,ADT Security Services,68.02,0,7/19/2024,The Marula Nest,Exempt,Building Improvements
1073418027,7/1/2024,7/21/2024,6470 - Alarm Service,ADT Security Services,274.4,0,7/22/2024,Villa Olivetta,Approved,Building Improvements
1073794996,7/3/2024,7/23/2024,6470 - Alarm Service,ADT Security Services,59.11,0,7/12/2024,Villa Terra Nova,Approved,Building Improvements
1074317909,7/6/2024,7/26/2024,6470 - Alarm Service,ADT Security Services,114.11,0,7/22/2024,The Orchid Pavilion,Approved,Building Improvements
1074802167,7/9/2024,7/29/2024,6470 - Alarm Service,ADT Security Services,66.61,0,7/22/2024,Villa Terra Nova,Approved,Building Improvements
1075250363,7/11/2024,7/31/2024,6470 - Alarm Service,ADT Security Services,74.06,0,7/18/2024,Villa Cielo Alto,Approved,Building Improvements
402421956,7/23/2024,8/12/2024,6470 - Alarm Service,ADT Security Services,58.67,0,7/23/2024,Villa Terra Nova,Approved,Building Improvements
1076994411,7/24/2024,8/13/2024,6470 - Alarm Service,ADT Security Services,53.74,0,7/24/2024,Villa Azure Cove,Approved,Building Improvements
August 2024 ADT service,7/29/2024,8/18/2024,6470 - Alarm Service,ADT Security Services,61.24,0,8/9/2024,Casa Aurora,Approved,Building Improvements
1079071389,7/29/2024,8/18/2024,6470 - Alarm Service,ADT Security Services,130.64,0,8/16/2024,Casa Seraphina,Approved,Building Improvements
1079579676,7/29/2024,8/18/2024,6470 - Alarm Service,ADT Security Services,69.52,0,8/19/2024,Villa Cielo Alto,Approved,Building Improvements
1079965628,8/1/2024,8/21/2024,6470 - Alarm Service,ADT Security Services,56.62,0,8/13/2024,Villa Azure Cove,Approved,Building Improvements
1079965630,8/1/2024,8/21/2024,6470 - Alarm Service,ADT Security Services,136.18,0,8/13/2024,Villa Azure Cove,Approved,Building Improvements
1080065783,8/1/2024,8/21/2024,6470 - Alarm Service,ADT Security Services,68.02,0,8/28/2024,Villa Azure Cove,Approved,Building Improvements
1080381474,8/3/2024,8/23/2024,6470 - Alarm Service,ADT Security Services,59.11,0,8/14/2024,Casa Seraphina,Approved,Building Improvements
1080905328,8/6/2024,8/26/2024,6470 - Alarm Service,ADT Security Services,114.11,0,8/13/2024,The Marula Nest,Approved,Building Improvements
1081415683,8/9/2024,8/29/2024,6470 - Alarm Service,ADT Security Services,66.61,0,8/26/2024,Villa Terra Nova,Approved,Building Improvements
1081861014,8/11/2024,8/31/2024,6470 - Alarm Service,ADT Security Services,74.06,0,8/26/2024,Casa del Mariposa,Approved,Building Improvements
1083158895,8/16/2024,9/5/2024,6470 - Alarm Service,ADT Security Services,53.74,0,8/26/2024,Villa Driftwood,Approved,Building Improvements
